year,sport,c1,c2,c
2012,Wrestling,IRI,UZB,1
2012,Wrestling,JPN,AZE,2
2012,Wrestling,JPN,CAN,2
2012,Wrestling,JPN,CHN,1
2012,Wrestling,JPN,COL,1
2012,Wrestling,JPN,CUB,1
2012,Wrestling,JPN,GEO,2
2012,Wrestling,JPN,IND,1
2012,Wrestling,JPN,IRI,1
2012,Wrestling,JPN,KAZ,1
2012,Wrestling,JPN,MGL,1
2012,Wrestling,JPN,RUS,2
2012,Wrestling,JPN,USA,1
2012,Wrestling,KAZ,BUL,1
2012,Wrestling,KAZ,EGY,1
2012,Wrestling,KAZ,IND,1
2012,Wrestling,KAZ,JPN,1
2012,Wrestling,KAZ,RUS,2
2012,Wrestling,KOR,FRA,1
2012,Wrestling,KOR,GEO,1
2012,Wrestling,KOR,HUN,1
2012,Wrestling,LTU,ARM,1
2012,Wrestling,LTU,RUS,1
2012,Wrestling,MGL,CHN,1
2012,Wrestling,MGL,JPN,1
2012,Wrestling,POL,EGY,1
2012,Wrestling,POL,RUS,1
2012,Wrestling,PRK,GEO,1
2012,Wrestling,PRK,RUS,1
2012,Wrestling,PUR,AZE,1
2012,Wrestling,PUR,GEO,1
2012,Wrestling,PUR,IRI,1
2012,Wrestling,RUS,ARM,2
2012,Wrestling,RUS,AZE,2
2012,Wrestling,RUS,BUL,1
2012,Wrestling,RUS,CHN,1
2012,Wrestling,RUS,EGY,1
2012,Wrestling,RUS,ESP,1
2012,Wrestling,RUS,GEO,3
2012,Wrestling,RUS,IRI,4
2012,Wrestling,RUS,JPN,2
2012,Wrestling,RUS,KAZ,2
2012,Wrestling,RUS,LTU,1
2012,Wrestling,RUS,POL,1
2012,Wrestling,RUS,PRK,1
2012,Wrestling,RUS,SWE,1
2012,Wrestling,RUS,USA,1
2012,Wrestling,RUS,UZB,1
2012,Wrestling,SWE,CUB,1
2012,Wrestling,SWE,EST,1
2012,Wrestling,SWE,IRI,1
2012,Wrestling,SWE,RUS,1
2012,Wrestling,TUR,CUB,1
2012,Wrestling,TUR,EST,1
2012,Wrestling,UKR,AZE,1
2012,Wrestling,UKR,GEO,1
2012,Wrestling,UKR,USA,1
2012,Wrestling,USA,AZE,3
2012,Wrestling,USA,GEO,1
2012,Wrestling,USA,HUN,1
2012,Wrestling,USA,IRI,1
2012,Wrestling,USA,JPN,1
2012,Wrestling,USA,RUS,1
2012,Wrestling,USA,UKR,1
2012,Wrestling,UZB,GEO,1
2012,Wrestling,UZB,IRI,1
2012,Wrestling,UZB,RUS,1
